"","account_id","district_id","frequency","account_age"
"785",3323,13,"monthly issuance",24
"786",2428,72,"monthly issuance",24
"787",2649,2,"monthly issuance",24
"788",2907,70,"monthly issuance",24
"789",1091,16,"monthly issuance",24
"790",1487,66,"monthly issuance",24
"791",3157,77,"monthly issuance",24
"792",4414,24,"monthly issuance",24
"793",2302,24,"monthly issuance",24
"794",1410,74,"monthly issuance",24
"795",1146,67,"monthly issuance",24
"796",8564,68,"monthly issuance",24
"797",750,73,"monthly issuance",24
"798",2150,37,"monthly issuance",24
"799",10940,50,"monthly issuance",24
"800",9337,30,"monthly issuance",24
"801",861,22,"monthly issuance",24
"802",10440,72,"monthly issuance",24
"803",10036,1,"monthly issuance",24
"804",1234,6,"monthly issuance",24
"805",7774,74,"issuance after transaction",24
"806",1547,72,"monthly issuance",24
"807",1079,74,"monthly issuance",24
"808",3863,15,"monthly issuance",24
"809",3480,58,"monthly issuance",24
"810",2671,1,"monthly issuance",24
"811",1705,70,"monthly issuance",24
"812",3028,27,"monthly issuance",24
"813",3310,25,"monthly issuance",24
"814",6715,48,"weekly issuance",24
"815",3255,1,"monthly issuance",24
"816",3751,9,"monthly issuance",24
"817",2987,18,"monthly issuance",24
"818",857,77,"monthly issuance",24
"819",3042,10,"monthly issuance",24
"820",2695,16,"monthly issuance",24
"821",2849,1,"monthly issuance",24
"822",2802,1,"monthly issuance",24
"823",34,67,"weekly issuance",24
"824",7133,1,"monthly issuance",24
"825",699,1,"monthly issuance",24
"826",2282,29,"weekly issuance",24
"827",8489,19,"monthly issuance",24
"828",837,46,"monthly issuance",24
"829",8759,1,"monthly issuance",24
"830",1602,33,"monthly issuance",24
"831",2958,48,"monthly issuance",24
"832",3408,62,"monthly issuance",24
"833",153,77,"monthly issuance",24
"834",3268,21,"monthly issuance",24
"835",854,62,"monthly issuance",24
"836",1831,1,"monthly issuance",24
"837",39,36,"monthly issuance",24
"838",1811,40,"monthly issuance",24
"839",3822,8,"monthly issuance",24
"840",1404,7,"weekly issuance",24
"841",517,76,"monthly issuance",24
"842",1440,55,"monthly issuance",24
"843",3505,46,"monthly issuance",24
"844",1804,20,"weekly issuance",24
"845",2617,1,"monthly issuance",24
"846",467,74,"monthly issuance",24
"847",4437,40,"monthly issuance",24
"848",1453,61,"weekly issuance",24
"849",3977,7,"monthly issuance",24
"850",8982,64,"monthly issuance",24
"851",27,73,"monthly issuance",24
"852",4511,33,"monthly issuance",24
"853",1052,61,"monthly issuance",24
"854",10227,62,"issuance after transaction",24
"855",3171,61,"monthly issuance",24
"856",228,5,"monthly issuance",24
"857",3618,29,"monthly issuance",24
"858",1016,40,"monthly issuance",24
"859",15,70,"monthly issuance",24
"860",3237,20,"monthly issuance",24
"861",1485,36,"monthly issuance",24
"862",7769,23,"monthly issuance",24
"863",2613,26,"monthly issuance",24
"864",2201,8,"monthly issuance",24
"865",1896,74,"monthly issuance",24
"866",5387,1,"monthly issuance",24
"867",3535,1,"monthly issuance",24
"868",1120,1,"monthly issuance",24
"869",235,41,"monthly issuance",24
"870",3701,76,"monthly issuance",24
"871",1516,67,"monthly issuance",24
"872",4543,33,"monthly issuance",24
"873",2427,70,"weekly issuance",24
"874",1981,64,"monthly issuance",24
"875",8566,74,"monthly issuance",24
"876",678,17,"monthly issuance",24
"877",4659,56,"monthly issuance",24
"878",4059,34,"monthly issuance",24
"879",4013,73,"issuance after transaction",24
"880",7011,75,"monthly issuance",24
"881",2132,76,"monthly issuance",24
"882",1816,44,"monthly issuance",24
"883",2623,58,"monthly issuance",24
"884",2793,47,"monthly issuance",24
"885",2479,18,"monthly issuance",24
"886",11135,75,"monthly issuance",24
"887",8041,1,"monthly issuance",24
"888",492,5,"monthly issuance",24
"889",799,56,"monthly issuance",24
"890",3972,51,"monthly issuance",24
"891",1468,54,"monthly issuance",24
"892",624,70,"monthly issuance",24
"893",3483,40,"monthly issuance",24
"894",4260,56,"monthly issuance",24
"895",616,43,"monthly issuance",24
"896",931,59,"monthly issuance",24
"897",102,11,"monthly issuance",24
"898",540,75,"monthly issuance",24
"899",2660,1,"weekly issuance",24
"900",4287,1,"monthly issuance",24
"901",3551,6,"monthly issuance",24
"902",2072,41,"monthly issuance",24
"903",4119,77,"monthly issuance",24
"904",1345,28,"monthly issuance",24
"905",1565,36,"monthly issuance",24
"906",2824,11,"monthly issuance",24
"907",2052,61,"monthly issuance",24
"908",1767,21,"monthly issuance",24
"909",2140,75,"monthly issuance",24
"910",1051,35,"monthly issuance",24
"911",3927,56,"monthly issuance",24
"912",2050,1,"monthly issuance",24
"913",2276,31,"monthly issuance",24
"914",126,5,"monthly issuance",24
"915",2859,11,"monthly issuance",24
"916",2667,23,"monthly issuance",24
"917",1789,46,"monthly issuance",24
"918",838,47,"monthly issuance",24
"919",3264,70,"monthly issuance",24
"920",198,70,"monthly issuance",24
"921",2345,5,"monthly issuance",24
"922",5256,72,"issuance after transaction",24
"923",40,64,"monthly issuance",24
"924",419,13,"monthly issuance",24
"925",3892,43,"monthly issuance",24
"926",1217,69,"monthly issuance",24
"927",397,11,"monthly issuance",24
"928",3146,68,"monthly issuance",24
"929",287,16,"monthly issuance",24
"930",2180,45,"monthly issuance",24
"931",354,59,"monthly issuance",24
"932",259,2,"monthly issuance",24
"933",1666,67,"monthly issuance",24
"934",1495,36,"monthly issuance",24
"935",2582,28,"monthly issuance",24
"936",4470,16,"monthly issuance",24
"937",1381,57,"monthly issuance",24
"938",2435,38,"monthly issuance",24
"939",542,1,"monthly issuance",24
"940",1123,13,"monthly issuance",24
"941",3225,1,"monthly issuance",24
"942",1133,1,"monthly issuance",24
"943",3086,1,"monthly issuance",24
"944",2250,35,"monthly issuance",24
"945",340,1,"monthly issuance",24
"946",4079,52,"monthly issuance",24
"947",841,1,"monthly issuance",24
"948",2269,6,"monthly issuance",24
"949",2867,30,"monthly issuance",24
"950",3371,68,"monthly issuance",24
"951",520,60,"monthly issuance",24
"952",743,10,"monthly issuance",24
"953",3640,10,"monthly issuance",24
"954",3354,63,"monthly issuance",24
"955",107,64,"monthly issuance",24
"956",243,55,"weekly issuance",24
"957",3687,71,"monthly issuance",24
"958",1984,73,"monthly issuance",24
"959",4173,1,"monthly issuance",24
"960",2700,74,"monthly issuance",24
"961",2318,73,"monthly issuance",24
"962",7965,55,"monthly issuance",24
"963",3352,42,"monthly issuance",24
"964",4255,70,"weekly issuance",24
"965",73,72,"monthly issuance",24
"966",3948,1,"monthly issuance",24
"967",648,13,"monthly issuance",24
"968",3688,70,"monthly issuance",24
"969",462,29,"monthly issuance",24
"970",3243,1,"monthly issuance",24
"971",8625,64,"monthly issuance",24
"972",321,47,"monthly issuance",24
"973",3548,23,"monthly issuance",24
"974",5984,11,"monthly issuance",24
"975",3091,3,"monthly issuance",24
"976",626,72,"monthly issuance",24
"977",998,47,"monthly issuance",24
"978",3326,5,"monthly issuance",24
"979",2457,76,"monthly issuance",24
"980",2549,74,"monthly issuance",24
"981",1947,35,"monthly issuance",24
"982",2738,41,"monthly issuance",24
"983",1809,1,"weekly issuance",24
"984",519,24,"monthly issuance",24
"985",2665,61,"monthly issuance",24
"986",1114,6,"weekly issuance",24
"987",8957,1,"monthly issuance",24
"988",2271,68,"monthly issuance",24
"989",196,4,"monthly issuance",24
"990",3218,41,"monthly issuance",24
"991",3660,74,"monthly issuance",24
"992",787,10,"monthly issuance",24
"993",3820,1,"monthly issuance",24
"994",10906,76,"monthly issuance",24
"995",914,73,"monthly issuance",24
"996",9656,61,"monthly issuance",24
"997",1941,60,"monthly issuance",24
"998",3617,22,"monthly issuance",24
"999",3370,49,"monthly issuance",24
"1000",1664,56,"monthly issuance",24
"1001",4337,29,"monthly issuance",24
"1002",2557,40,"monthly issuance",24
"1003",1527,31,"issuance after transaction",24
"1004",3938,57,"monthly issuance",24
"1005",1686,11,"monthly issuance",24
"1006",10670,60,"monthly issuance",24
"1007",3309,66,"monthly issuance",24
"1008",3107,5,"monthly issuance",24
"1009",8377,29,"monthly issuance",24
"1010",345,5,"monthly issuance",24
"1011",498,1,"monthly issuance",24
"1012",3571,39,"monthly issuance",24
"1013",5991,1,"monthly issuance",24
"1014",1128,74,"monthly issuance",24
"1015",10439,66,"monthly issuance",24
"1016",1302,55,"monthly issuance",24
"1017",10788,67,"weekly issuance",24
"1018",4343,31,"monthly issuance",24
"1019",2460,1,"monthly issuance",24
"1020",1931,20,"monthly issuance",24
"1021",2972,12,"monthly issuance",24
"1022",1286,66,"issuance after transaction",24
"1023",1235,76,"monthly issuance",24
"1024",4385,23,"monthly issuance",24
"1025",7449,1,"monthly issuance",24
"1026",545,54,"monthly issuance",24
"1027",245,65,"monthly issuance",24
"1028",688,74,"monthly issuance",24
"1029",173,66,"monthly issuance",24
"1030",10904,48,"monthly issuance",24
"1031",7844,1,"monthly issuance",24
"1032",6353,26,"monthly issuance",24
"1033",604,12,"monthly issuance",24
"1034",6806,1,"monthly issuance",24
"1035",5927,15,"monthly issuance",24
"1036",2419,24,"monthly issuance",24
"1037",1288,11,"monthly issuance",24
"1038",3003,18,"monthly issuance",24
"1039",10131,1,"monthly issuance",24
"1040",1952,70,"monthly issuance",24
"1041",651,72,"monthly issuance",24
"1042",2989,4,"monthly issuance",24
"1043",1499,47,"monthly issuance",24
"1044",426,1,"monthly issuance",24
"1045",3570,44,"monthly issuance",24
"1046",4237,18,"monthly issuance",24
"1047",2739,59,"monthly issuance",24
"1048",4526,63,"monthly issuance",24
"1049",1621,75,"monthly issuance",24
"1050",344,54,"monthly issuance",24
"1051",1359,8,"monthly issuance",24
"1052",290,56,"monthly issuance",24
"1053",66,48,"issuance after transaction",24
"1054",1314,48,"monthly issuance",24
"1055",3145,4,"monthly issuance",24
"1056",1204,29,"monthly issuance",24
"1057",437,43,"monthly issuance",24
"1058",2063,1,"monthly issuance",24
"1059",3087,15,"monthly issuance",24
"1060",2588,5,"monthly issuance",24
"1061",956,74,"monthly issuance",24
"1062",597,41,"monthly issuance",24
"1063",3129,5,"monthly issuance",24
"1064",884,2,"monthly issuance",24
"1065",4264,28,"monthly issuance",24
"1066",3223,1,"monthly issuance",24
"1067",737,34,"monthly issuance",24
"1068",2306,38,"monthly issuance",24
"1069",1673,53,"monthly issuance",24
"1070",10663,11,"monthly issuance",24
"1071",3345,22,"monthly issuance",24
"1072",1970,8,"monthly issuance",24
"1073",2504,16,"monthly issuance",24
"1074",358,12,"monthly issuance",24
"1075",2980,66,"monthly issuance",24
"1076",3918,53,"monthly issuance",24
"1077",1680,59,"monthly issuance",24
"1078",3039,1,"monthly issuance",24
"1079",3380,64,"monthly issuance",24
"1080",2128,22,"monthly issuance",24
"1081",903,47,"monthly issuance",24
"1082",1762,28,"monthly issuance",24
"1083",61,70,"monthly issuance",24
"1084",391,36,"monthly issuance",24
"1085",2305,1,"monthly issuance",24
"1086",1588,67,"monthly issuance",24
"1087",183,43,"monthly issuance",24
"1088",365,74,"monthly issuance",24
"1089",2476,32,"monthly issuance",24
"1090",347,65,"monthly issuance",24
"1091",1877,76,"monthly issuance",24
"1092",3196,1,"monthly issuance",24
"1093",2928,55,"monthly issuance",24
"1094",1225,4,"monthly issuance",24
"1095",3825,7,"monthly issuance",24
"1096",180,55,"weekly issuance",24
"1097",2813,24,"monthly issuance",24
"1098",1605,72,"monthly issuance",24
"1099",1792,7,"monthly issuance",24
"1100",1604,54,"monthly issuance",24
"1101",883,1,"monthly issuance",24
"1102",441,27,"weekly issuance",24
"1103",3429,73,"monthly issuance",24
"1104",4514,69,"monthly issuance",24
"1105",1088,32,"monthly issuance",24
"1106",3094,56,"monthly issuance",24
"1107",1768,15,"monthly issuance",24
"1108",2768,73,"monthly issuance",24
"1109",2257,57,"monthly issuance",24
"1110",1882,1,"monthly issuance",24
"1111",719,30,"monthly issuance",24
"1112",5092,74,"monthly issuance",24
"1113",3292,1,"monthly issuance",24
"1114",3604,75,"monthly issuance",24
"1115",2733,76,"monthly issuance",24
"1116",3669,76,"monthly issuance",24
"1117",1940,52,"monthly issuance",24
"1118",3056,55,"monthly issuance",24
"1119",1419,33,"monthly issuance",24
"1120",2971,76,"weekly issuance",24
"1121",1959,62,"monthly issuance",24
"1122",3164,33,"monthly issuance",24
"1123",3197,1,"monthly issuance",24
"1124",2770,42,"monthly issuance",24
"1125",7944,59,"monthly issuance",24
"1126",1080,55,"monthly issuance",24
"1127",6148,74,"monthly issuance",24
"1128",2010,1,"monthly issuance",24
"1129",3135,72,"monthly issuance",24
"1130",1098,47,"monthly issuance",24
"1131",100,41,"monthly issuance",24
"1132",2913,8,"monthly issuance",24
"1133",1153,35,"monthly issuance",24
"1134",1635,19,"monthly issuance",24
"1135",2842,14,"monthly issuance",24
"1136",3759,1,"monthly issuance",24
"1137",3594,29,"monthly issuance",24
"1138",2778,38,"monthly issuance",24
"1139",2161,15,"weekly issuance",24
"1140",2789,14,"monthly issuance",23
"1141",1552,18,"monthly issuance",23
"1142",628,72,"monthly issuance",23
"1143",1458,29,"monthly issuance",23
"1144",2673,34,"monthly issuance",23
"1145",1788,1,"monthly issuance",23
"1146",1193,29,"monthly issuance",23
"1147",969,19,"monthly issuance",23
"1148",1512,1,"monthly issuance",23
"1149",3997,62,"monthly issuance",23
"1150",2179,1,"weekly issuance",23
"1151",1164,35,"monthly issuance",23
"1152",4774,66,"monthly issuance",23
"1153",4413,74,"weekly issuance",23
"1154",1824,52,"monthly issuance",23
"1155",1231,7,"monthly issuance",23
"1156",2664,58,"monthly issuance",23
"1157",1627,1,"monthly issuance",23
"1158",9104,10,"monthly issuance",23
"1159",2326,70,"monthly issuance",23
"1160",4356,47,"monthly issuance",23
"1161",3667,55,"monthly issuance",23
"1162",742,77,"monthly issuance",23
"1163",2538,42,"monthly issuance",23
"1164",127,29,"monthly issuance",23
"1165",726,76,"monthly issuance",23
"1166",4907,42,"monthly issuance",23
"1167",2628,64,"issuance after transaction",23
"1168",3898,70,"monthly issuance",23
"1169",6472,61,"monthly issuance",23
"1170",1770,65,"monthly issuance",23
"1171",2472,60,"monthly issuance",23
"1172",1159,49,"monthly issuance",23
"1173",4418,66,"monthly issuance",23
"1174",1470,19,"monthly issuance",23
"1175",1813,47,"monthly issuance",23
"1176",4416,14,"monthly issuance",23
"1177",2315,75,"monthly issuance",23
"1178",3876,69,"monthly issuance",23
"1179",4329,1,"monthly issuance",23
"1180",3184,1,"monthly issuance",23
"1181",370,25,"monthly issuance",23
"1182",1317,56,"monthly issuance",23
"1183",2675,1,"monthly issuance",23
"1184",3840,76,"monthly issuance",23
"1185",4009,56,"monthly issuance",23
"1186",3886,1,"monthly issuance",23
"1187",3445,1,"monthly issuance",23
"1188",2482,1,"monthly issuance",23
"1189",2361,28,"monthly issuance",23
"1190",974,29,"monthly issuance",23
"1191",2959,8,"monthly issuance",23
"1192",1880,76,"monthly issuance",23
"1193",3355,70,"monthly issuance",23
"1194",2501,30,"monthly issuance",23
"1195",1073,73,"monthly issuance",23
"1196",8558,1,"issuance after transaction",23
"1197",3101,1,"monthly issuance",23
"1198",2568,17,"monthly issuance",23
"1199",1169,49,"issuance after transaction",23
"1200",3684,23,"monthly issuance",23
"1201",1406,50,"monthly issuance",23
"1202",71,1,"monthly issuance",23
"1203",3528,10,"monthly issuance",23
"1204",3405,36,"monthly issuance",23
"1205",6118,1,"weekly issuance",23
"1206",2382,59,"monthly issuance",23
"1207",1570,1,"monthly issuance",23
"1208",1511,51,"issuance after transaction",23
"1209",1237,9,"monthly issuance",23
"1210",3307,30,"monthly issuance",23
"1211",3378,55,"monthly issuance",23
"1212",989,19,"monthly issuance",23
"1213",3253,71,"issuance after transaction",23
"1214",1626,3,"monthly issuance",23
"1215",289,1,"monthly issuance",23
"1216",1987,54,"monthly issuance",23
"1217",817,5,"monthly issuance",23
"1218",2228,34,"monthly issuance",23
"1219",904,1,"monthly issuance",23
"1220",3824,41,"monthly issuance",23
"1221",3599,63,"monthly issuance",23
"1222",22,1,"monthly issuance",23
"1223",470,64,"monthly issuance",23
"1224",1273,37,"monthly issuance",23
"1225",237,50,"monthly issuance",23
"1226",59,43,"monthly issuance",23
"1227",572,32,"monthly issuance",23
"1228",1269,52,"monthly issuance",23
"1229",855,1,"monthly issuance",23
"1230",3183,45,"monthly issuance",23
"1231",1969,5,"monthly issuance",23
"1232",2799,54,"weekly issuance",23
"1233",1042,43,"monthly issuance",23
"1234",1158,50,"monthly issuance",23
"1235",2713,26,"monthly issuance",23
"1236",740,28,"monthly issuance",23
"1237",493,26,"monthly issuance",23
"1238",2067,76,"monthly issuance",23
"1239",3804,7,"monthly issuance",23
"1240",4259,66,"monthly issuance",23
"1241",2886,1,"monthly issuance",23
"1242",761,43,"monthly issuance",23
"1243",1918,24,"monthly issuance",23
"1244",3036,10,"monthly issuance",23
"1245",3259,1,"monthly issuance",23
"1246",4408,71,"weekly issuance",23
"1247",2009,17,"monthly issuance",23
"1248",1194,1,"monthly issuance",23
"1249",3718,63,"monthly issuance",23
"1250",3201,4,"monthly issuance",23
"1251",460,1,"monthly issuance",23
"1252",784,59,"monthly issuance",23
"1253",3714,2,"weekly issuance",23
"1254",2154,63,"monthly issuance",23
"1255",1256,38,"monthly issuance",23
"1256",1353,51,"monthly issuance",23
"1257",1820,10,"monthly issuance",23
"1258",2494,74,"monthly issuance",23
"1259",2399,1,"monthly issuance",23
"1260",343,18,"monthly issuance",23
"1261",575,38,"monthly issuance",23
"1262",900,48,"monthly issuance",23
"1263",1467,37,"monthly issuance",23
"1264",31,68,"monthly issuance",23
"1265",1375,19,"monthly issuance",23
"1266",1371,1,"monthly issuance",23
"1267",844,53,"monthly issuance",23
"1268",908,62,"monthly issuance",23
"1269",3134,48,"monthly issuance",23
"1270",2092,1,"monthly issuance",23
"1271",3747,1,"monthly issuance",23
"1272",277,32,"issuance after transaction",23
"1273",3595,30,"monthly issuance",23
"1274",2511,40,"monthly issuance",23
"1275",1388,29,"monthly issuance",23
"1276",4245,52,"monthly issuance",23
"1277",3838,3,"monthly issuance",23
"1278",543,64,"monthly issuance",23
"1279",3653,31,"monthly issuance",23
"1280",524,61,"monthly issuance",23
"1281",82,26,"monthly issuance",23
"1282",3912,2,"monthly issuance",23
"1283",1949,41,"monthly issuance",23
"1284",1865,1,"monthly issuance",23
"1285",451,11,"monthly issuance",23
"1286",50,1,"monthly issuance",23
"1287",1184,14,"monthly issuance",23
"1288",363,1,"monthly issuance",23
"1289",2454,8,"monthly issuance",23
"1290",2847,75,"monthly issuance",23
"1291",2740,14,"monthly issuance",23
"1292",1871,48,"monthly issuance",23
"1293",8405,20,"monthly issuance",23
"1294",266,47,"monthly issuance",23
"1295",1879,10,"monthly issuance",23
"1296",2259,64,"monthly issuance",23
"1297",609,63,"monthly issuance",23
"1298",9750,74,"monthly issuance",23
"1299",2375,29,"monthly issuance",23
"1300",216,38,"monthly issuance",23
"1301",56,50,"monthly issuance",23
"1302",7824,60,"monthly issuance",23
"1303",649,69,"weekly issuance",23
"1304",2996,54,"monthly issuance",23
"1305",1509,51,"monthly issuance",23
"1306",2170,1,"issuance after transaction",23
"1307",2001,75,"monthly issuance",23
"1308",2903,38,"monthly issuance",23
"1309",3717,56,"monthly issuance",23
"1310",4195,67,"monthly issuance",23
"1311",2496,51,"monthly issuance",23
"1312",9583,31,"weekly issuance",23
"1313",3636,21,"monthly issuance",23
"1314",1826,5,"monthly issuance",23
"1315",2227,31,"weekly issuance",23
"1316",2749,1,"monthly issuance",23
"1317",535,35,"monthly issuance",23
"1318",4066,72,"monthly issuance",23
"1319",2662,71,"monthly issuance",23
"1320",1053,57,"monthly issuance",23
"1321",11333,8,"monthly issuance",23
"1322",1838,68,"monthly issuance",23
"1323",3037,44,"monthly issuance",23
"1324",3372,23,"monthly issuance",23
"1325",985,32,"monthly issuance",23
"1326",6924,74,"monthly issuance",23
"1327",3484,22,"monthly issuance",23
"1328",700,20,"monthly issuance",23
"1329",3289,1,"monthly issuance",23
"1330",2638,5,"monthly issuance",23
"1331",8316,70,"monthly issuance",23
"1332",1634,77,"monthly issuance",23
"1333",4825,15,"monthly issuance",23
"1334",3650,8,"monthly issuance",23
"1335",10942,44,"weekly issuance",23
"1336",2922,16,"monthly issuance",23
"1337",693,2,"monthly issuance",23
"1338",2260,1,"monthly issuance",23
"1339",538,70,"monthly issuance",23
"1340",548,16,"monthly issuance",23
"1341",941,8,"monthly issuance",23
"1342",2155,58,"monthly issuance",23
"1343",4519,8,"monthly issuance",23
"1344",3539,42,"monthly issuance",23
"1345",6511,72,"monthly issuance",23
"1346",2569,2,"monthly issuance",23
"1347",43,36,"monthly issuance",23
"1348",1047,46,"monthly issuance",23
"1349",3479,22,"monthly issuance",23
"1350",2868,1,"monthly issuance",23
"1351",4328,72,"monthly issuance",23
"1352",5628,61,"monthly issuance",23
"1353",3160,22,"monthly issuance",23
"1354",1856,26,"monthly issuance",23
"1355",154,46,"monthly issuance",23
"1356",3030,65,"monthly issuance",23
"1357",1938,1,"monthly issuance",23
"1358",1870,10,"monthly issuance",23
"1359",3275,74,"monthly issuance",23
"1360",8492,2,"monthly issuance",23
"1361",10093,1,"weekly issuance",23
"1362",3805,9,"monthly issuance",23
"1363",200,17,"monthly issuance",23
"1364",2471,6,"monthly issuance",23
"1365",352,39,"monthly issuance",23
"1366",1291,1,"monthly issuance",23
"1367",161,28,"monthly issuance",23
"1368",711,70,"monthly issuance",23
"1369",964,26,"monthly issuance",23
"1370",1012,65,"monthly issuance",23
"1371",4276,43,"monthly issuance",23
"1372",901,60,"monthly issuance",23
"1373",7765,52,"weekly issuance",23
"1374",90,1,"monthly issuance",23
"1375",5574,13,"weekly issuance",23
"1376",741,54,"monthly issuance",23
"1377",2819,35,"monthly issuance",23
"1378",478,58,"monthly issuance",23
"1379",2615,68,"monthly issuance",23
"1380",3503,1,"monthly issuance",23
"1381",3921,18,"monthly issuance",23
"1382",662,21,"monthly issuance",23
"1383",2654,56,"monthly issuance",23
"1384",9627,65,"issuance after transaction",23
"1385",2470,16,"monthly issuance",23
"1386",427,8,"monthly issuance",23
"1387",709,19,"monthly issuance",23
"1388",629,31,"monthly issuance",23
"1389",2606,1,"monthly issuance",23
"1390",6738,62,"monthly issuance",23
"1391",2912,74,"monthly issuance",23
"1392",4995,20,"weekly issuance",23
"1393",1022,33,"weekly issuance",23
"1394",1797,24,"monthly issuance",23
"1395",3497,76,"monthly issuance",23
"1396",1848,1,"monthly issuance",23
"1397",582,12,"monthly issuance",23
"1398",3167,18,"monthly issuance",23
"1399",1579,57,"monthly issuance",23
"1400",610,74,"monthly issuance",23
"1401",3536,24,"monthly issuance",23
"1402",1017,14,"monthly issuance",23
"1403",3017,75,"monthly issuance",23
"1404",3112,38,"monthly issuance",23
"1405",1360,71,"monthly issuance",23
"1406",2747,1,"monthly issuance",23
"1407",9192,1,"monthly issuance",23
"1408",1398,62,"monthly issuance",23
"1409",1246,58,"monthly issuance",23
"1410",1592,38,"monthly issuance",23
"1411",3728,10,"monthly issuance",23
"1412",4131,5,"monthly issuance",23
"1413",377,70,"monthly issuance",23
"1414",1911,68,"monthly issuance",23
"1415",635,21,"monthly issuance",23
"1416",3625,3,"monthly issuance",23
"1417",3425,70,"monthly issuance",23
"1418",1327,65,"monthly issuance",23
"1419",8776,64,"monthly issuance",23
"1420",2798,70,"monthly issuance",23
"1421",2401,16,"monthly issuance",23
"1422",3612,70,"monthly issuance",23
"1423",4580,9,"monthly issuance",23
"1424",3226,65,"monthly issuance",23
"1425",7523,63,"monthly issuance",23
"1426",3533,74,"monthly issuance",23
"1427",422,53,"weekly issuance",23
"1428",3608,72,"weekly issuance",23
"1429",1105,55,"monthly issuance",23
"1430",2596,1,"monthly issuance",23
"1431",9006,40,"weekly issuance",23
"1432",3579,53,"monthly issuance",23
"1433",710,25,"monthly issuance",23
"1434",7546,43,"monthly issuance",23
"1435",1766,28,"monthly issuance",23
"1436",1292,3,"monthly issuance",23
"1437",3797,64,"monthly issuance",23
"1438",3478,30,"monthly issuance",23
"1439",8899,1,"weekly issuance",23
"1440",1975,19,"monthly issuance",23
"1441",3049,61,"monthly issuance",23
"1442",3730,17,"monthly issuance",23
"1443",1714,72,"monthly issuance",23
"1444",518,74,"monthly issuance",23
"1445",6321,1,"monthly issuance",23
"1446",3926,72,"monthly issuance",23
"1447",1878,52,"weekly issuance",23
"1448",3712,3,"monthly issuance",23
"1449",2030,51,"monthly issuance",23
"1450",3869,72,"monthly issuance",23
"1451",1908,20,"monthly issuance",23
"1452",3142,2,"monthly issuance",23
"1453",1301,18,"monthly issuance",23
"1454",3288,54,"monthly issuance",23
"1455",318,36,"monthly issuance",23
"1456",3336,51,"monthly issuance",23
"1457",1653,1,"monthly issuance",23
"1458",577,29,"monthly issuance",23
"1459",2960,19,"monthly issuance",23
"1460",2267,54,"weekly issuance",23
"1461",1989,48,"monthly issuance",23
"1462",1352,1,"monthly issuance",23
"1463",851,15,"monthly issuance",23
"1464",716,47,"monthly issuance",23
"1465",3555,32,"monthly issuance",23
"1466",6,51,"monthly issuance",23
"1467",1828,1,"monthly issuance",23
"1468",1333,21,"monthly issuance",23
"1469",11359,61,"monthly issuance",23
"1470",3457,54,"monthly issuance",23
"1471",2627,76,"monthly issuance",23
"1472",2025,19,"monthly issuance",23
"1473",3975,20,"monthly issuance",23
"1474",2905,74,"monthly issuance",23
"1475",3827,1,"monthly issuance",23
"1476",939,55,"monthly issuance",23
"1477",1421,71,"monthly issuance",23
"1478",1934,46,"monthly issuance",23
"1479",3878,23,"monthly issuance",23
"1480",2363,47,"monthly issuance",23
"1481",1559,14,"monthly issuance",23
"1482",2195,73,"monthly issuance",23
"1483",1205,73,"monthly issuance",23
"1484",2059,37,"monthly issuance",23
"1485",2333,45,"monthly issuance",23
"1486",3074,74,"weekly issuance",23
"1487",2840,15,"monthly issuance",23
"1488",2430,3,"monthly issuance",23
"1489",2463,56,"monthly issuance",23
"1490",3860,4,"monthly issuance",23
"1491",2788,54,"monthly issuance",23
"1492",8127,37,"monthly issuance",23
"1493",596,31,"monthly issuance",23
"1494",3622,53,"monthly issuance",23
"1495",1312,23,"monthly issuance",23
"1496",2742,23,"monthly issuance",23
"1497",654,63,"monthly issuance",23
"1498",4283,39,"monthly issuance",23
"1499",2924,56,"monthly issuance",23
"1500",3756,39,"weekly issuance",23
"1501",2790,1,"monthly issuance",23
"1502",67,16,"monthly issuance",23
"1503",2949,1,"monthly issuance",23
"1504",3849,75,"monthly issuance",23
"1505",5422,66,"monthly issuance",23
"1506",988,10,"monthly issuance",23
"1507",3058,44,"monthly issuance",23
"1508",1958,40,"monthly issuance",23
"1509",1441,50,"monthly issuance",23
"1510",1109,66,"monthly issuance",23
"1511",2536,41,"monthly issuance",23
"1512",1295,15,"monthly issuance",23
"1513",3419,1,"monthly issuance",23
"1514",1993,68,"monthly issuance",23
"1515",1076,1,"monthly issuance",23
"1516",960,4,"issuance after transaction",23
"1517",201,63,"monthly issuance",23
"1518",1168,29,"monthly issuance",23
"1519",2365,42,"monthly issuance",23
"1520",973,54,"monthly issuance",23
"1521",3663,67,"monthly issuance",23
"1522",3576,58,"monthly issuance",23
"1523",4082,49,"monthly issuance",23
"1524",2541,57,"monthly issuance",23
"1525",4476,24,"monthly issuance",23
"1526",2572,64,"issuance after transaction",23
"1527",2377,77,"monthly issuance",23
"1528",1554,47,"monthly issuance",23
"1529",5632,5,"weekly issuance",23
"1530",940,37,"monthly issuance",23
"1531",1583,69,"issuance after transaction",23
"1532",2218,19,"monthly issuance",23
"1533",1708,22,"monthly issuance",23
"1534",449,19,"monthly issuance",23
"1535",2044,6,"monthly issuance",23
"1536",11186,12,"monthly issuance",23
"1537",29,7,"monthly issuance",23
"1538",3752,1,"monthly issuance",23
